# skill	repository	commit	upstream-path	content-sha256	openai-yaml
prototype	https://github.com/mattpocock/skills	959a8e9f1edc3adbe2f7e3054bb6fbefa6696260	skills/engineering/prototype	cb2c29ca675a7a71b786f88ce7bcc1d17aca81bd88131580d812de05d34f16fc	upstream
